Tipo;Tema;Variável;Descrição
Pessoas;Alfabetização;V00916;Sexo masculino, 15 anos ou mais, Cor ou raça é branca, Morador sabe ler e escrever
Pessoas;Alfabetização;V00917;Sexo masculino, 15 anos ou mais, Cor ou raça é branca, Morador não sabe ler e escrever
Pessoas;Alfabetização;V00918;Sexo masculino, 15 anos ou mais, Cor ou raça é preta, Morador sabe ler e escrever
Pessoas;Alfabetização;V00919;Sexo masculino, 15 anos ou mais, Cor ou raça é preta, Morador não sabe ler e escrever
Pessoas;Alfabetização;V00920;Sexo masculino, 15 anos ou mais, Cor ou raça é amarela, Morador sabe ler e escrever
Pessoas;Alfabetização;V00921;Sexo masculino, 15 anos ou mais, Cor ou raça é amarela, Morador não sabe ler e escrever
Pessoas;Alfabetização;V00922;Sexo masculino, 15 anos ou mais, Cor ou raça é parda, Morador sabe ler e escrever
Pessoas;Alfabetização;V00923;Sexo masculino, 15 anos ou mais, Cor ou raça é parda, Morador não sabe ler e escrever
Pessoas;Alfabetização;V00924;Sexo masculino, 15 anos ou mais, Cor ou raça é indígena, Morador sabe ler e escrever
Pessoas;Alfabetização;V00925;Sexo masculino, 15 anos ou mais, Cor ou raça é indígena, Morador não sabe ler e escrever
Pessoas;Alfabetização;V00926;Sexo feminino, 15 anos ou mais, Cor ou raça é branca, Morador sabe ler e escrever
Pessoas;Alfabetização;V00927;Sexo feminino, 15 anos ou mais, Cor ou raça é branca, Morador não sabe ler e escrever
Pessoas;Alfabetização;V00928;Sexo feminino, 15 anos ou mais, Cor ou raça é preta, Morador sabe ler e escrever
Pessoas;Alfabetização;V00929;Sexo feminino, 15 anos ou mais, Cor ou raça é preta, Morador não sabe ler e escrever
Pessoas;Alfabetização;V00930;Sexo feminino, 15 anos ou mais, Cor ou raça é amarela, Morador sabe ler e escrever
Pessoas;Alfabetização;V00931;Sexo feminino, 15 anos ou mais, Cor ou raça é amarela, Morador não sabe ler e escrever
Pessoas;Alfabetização;V00932;Sexo feminino, 15 anos ou mais, Cor ou raça é parda, Morador sabe ler e escrever
Pessoas;Alfabetização;V00933;Sexo feminino, 15 anos ou mais, Cor ou raça é parda, Morador não sabe ler e escrever
Pessoas;Alfabetização;V00934;Sexo feminino, 15 anos ou mais, Cor ou raça é indígena, Morador sabe ler e escrever
Pessoas;Alfabetização;V00935;Sexo feminino, 15 anos ou mais, Cor ou raça é indígena, Morador não sabe ler e escrever
Pessoas;Alfabetização;V00936;Pessoa responsável pelo domicílio, 15 a 19 anos, Morador sabe ler e escrever
Pessoas;Alfabetização;V00937;Pessoa responsável pelo domicílio, 15 a 19 anos, Morador não sabe ler e escrever
Pessoas;Alfabetização;V00938;Pessoa responsável pelo domicílio, 20 a 24 anos, Morador sabe ler e escrever
Pessoas;Alfabetização;V00939;Pessoa responsável pelo domicílio, 20 a 24 anos, Morador não sabe ler e escrever
Pessoas;Alfabetização;V00940;Pessoa responsável pelo domicílio, 25 a 29 anos, Morador sabe ler e escrever
Pessoas;Alfabetização;V00941;Pessoa responsável pelo domicílio, 25 a 29 anos, Morador não sabe ler e escrever
Pessoas;Alfabetização;V00942;Pessoa responsável pelo domicílio, 30 a 34 anos, Morador sabe ler e escrever
Pessoas;Alfabetização;V00943;Pessoa responsável pelo domicílio, 30 a 34 anos, Morador não sabe ler e escrever
Pessoas;Alfabetização;V00944;Pessoa responsável pelo domicílio, 35 a 39 anos, Morador sabe ler e escrever
Pessoas;Alfabetização;V00945;Pessoa responsável pelo domicílio, 35 a 39 anos, Morador não sabe ler e escrever
Pessoas;Alfabetização;V00946;Pessoa responsável pelo domicílio, 40 a 44 anos, Morador sabe ler e escrever
Pessoas;Alfabetização;V00947;Pessoa responsável pelo domicílio, 40 a 44 anos, Morador não sabe ler e escrever
Pessoas;Alfabetização;V00948;Pessoa responsável pelo domicílio, 45 a 49 anos, Morador sabe ler e escrever
Pessoas;Alfabetização;V00949;Pessoa responsável pelo domicílio, 45 a 49 anos, Morador não sabe ler e escrever
Pessoas;Alfabetização;V00950;Pessoa responsável pelo domicílio, 50 a 54 anos, Morador sabe ler e escrever
Pessoas;Alfabetização;V00951;Pessoa responsável pelo domicílio, 50 a 54 anos, Morador não sabe ler e escrever
Pessoas;Alfabetização;V00952;Pessoa responsável pelo domicílio, 55 a 59 anos, Morador sabe ler e escrever
Pessoas;Alfabetização;V00953;Pessoa responsável pelo domicílio, 55 a 59 anos, Morador não sabe ler e escrever
Pessoas;Alfabetização;V00954;Pessoa responsável pelo domicílio, 60 a 64 anos, Morador sabe ler e escrever
Pessoas;Alfabetização;V00955;Pessoa responsável pelo domicílio, 60 a 64 anos, Morador não sabe ler e escrever
Pessoas;Alfabetização;V00956;Pessoa responsável pelo domicílio, 65 a 69 anos, Morador sabe ler e escrever
Pessoas;Alfabetização;V00957;Pessoa responsável pelo domicílio, 65 a 69 anos, Morador não sabe ler e escrever
Pessoas;Alfabetização;V00958;Pessoa responsável pelo domicílio, 70 a 79 anos, Morador sabe ler e escrever
Pessoas;Alfabetização;V00959;Pessoa responsável pelo domicílio, 70 a 79 anos, Morador não sabe ler e escrever
Pessoas;Alfabetização;V00960;Pessoa responsável pelo domicílio, 80 anos ou mais, Morador sabe ler e escrever
Pessoas;Alfabetização;V00961;Pessoa responsável pelo domicílio, 80 anos ou mais, Morador não sabe ler e escrever
Pessoas;Alfabetização;V00962;Pessoa responsável pelo domicílio, 15 anos ou mais, Cor ou raça é branca, Morador sabe ler e escrever
Pessoas;Alfabetização;V00963;Pessoa responsável pelo domicílio, 15 anos ou mais, Cor ou raça é branca, Morador não sabe ler e escrever
Pessoas;Alfabetização;V00964;Pessoa responsável pelo domicílio, 15 anos ou mais, Cor ou raça é preta, Morador sabe ler e escrever
Pessoas;Alfabetização;V00965;Pessoa responsável pelo domicílio, 15 anos ou mais, Cor ou raça é preta, Morador não sabe ler e escrever
Pessoas;Alfabetização;V00966;Pessoa responsável pelo domicílio, 15 anos ou mais, Cor ou raça é amarela, Morador sabe ler e escrever
Pessoas;Alfabetização;V00967;Pessoa responsável pelo domicílio, 15 anos ou mais, Cor ou raça é amarela, Morador não sabe ler e escrever
Pessoas;Alfabetização;V00968;Pessoa responsável pelo domicílio, 15 anos ou mais, Cor ou raça é parda, Morador sabe ler e escrever
Pessoas;Alfabetização;V00969;Pessoa responsável pelo domicílio, 15 anos ou mais, Cor ou raça é parda, Morador não sabe ler e escrever
Pessoas;Alfabetização;V00970;Pessoa responsável pelo domicílio, 15 anos ou mais, Cor ou raça é indígena, Morador sabe ler e escrever
Pessoas;Alfabetização;V00971;Pessoa responsável pelo domicílio, 15 anos ou mais, Cor ou raça é indígena, Morador não sabe ler e escrever
Pessoas;Alfabetização;V00972;Pessoa responsável pelo domicílio, Sexo masculino, 15 a 29 anos, Morador sabe ler e escrever
Pessoas;Alfabetização;V00973;Pessoa responsável pelo domicílio, Sexo masculino, 15 a 29 anos, Morador não sabe ler e escrever
Pessoas;Alfabetização;V00974;Pessoa responsável pelo domicílio, Sexo masculino, 30 a 59 anos, Morador sabe ler e escrever
Pessoas;Alfabetização;V00975;Pessoa responsável pelo domicílio, Sexo masculino, 30 a 59 anos, Morador não sabe ler e escrever
Pessoas;Alfabetização;V00976;Pessoa responsável pelo domicílio, Sexo masculino, 60 anos ou mais, Morador sabe ler e escrever
Pessoas;Alfabetização;V00977;Pessoa responsável pelo domicílio, Sexo masculino, 60 anos ou mais, Morador não sabe ler e escrever
Pessoas;Alfabetização;V00978;Pessoa responsável pelo domicílio, Sexo feminino, 15 a 29 anos, Morador sabe ler e escrever
Pessoas;Alfabetização;V00979;Pessoa responsável pelo domicílio, Sexo feminino, 15 a 29 anos, Morador não sabe ler e escrever
Pessoas;Alfabetização;V00980;Pessoa responsável pelo domicílio, Sexo feminino, 30 a 59 anos, Morador sabe ler e escrever
Pessoas;Alfabetização;V00981;Pessoa responsável pelo domicílio, Sexo feminino, 30 a 59 anos, Morador não sabe ler e escrever
Pessoas;Alfabetização;V00982;Pessoa responsável pelo domicílio, Sexo feminino, 60 anos ou mais, Morador sabe ler e escrever
Pessoas;Alfabetização;V00983;Pessoa responsável pelo domicílio, Sexo feminino, 60 anos ou mais, Morador não sabe ler e escrever
Pessoas;Alfabetização;V00984;Pessoa responsável pelo domicílio, 15 anos ou mais, Morador sabe ler e escrever
Pessoas;Alfabetização;V00985;Pessoa responsável pelo domicílio, 15 anos ou mais, Morador não sabe ler e escrever
Pessoas;Alfabetização;V00986;Pessoa responsável pelo domicílio, Sexo masculino, 15 anos ou mais, Morador sabe ler e escrever
Pessoas;Alfabetização;V00987;Pessoa responsável pelo domicílio, Sexo masculino, 15 anos ou mais, Morador não sabe ler e escrever
Pessoas;Alfabetização;V00988;Pessoa responsável pelo domicílio, Sexo feminino, 15 anos ou mais, Morador sabe ler e escrever
Pessoas;Alfabetização;V00989;Pessoa responsável pelo domicílio, Sexo feminino, 15 anos ou mais, Morador não sabe ler e escrever
Pessoas;Alfabetização;V00990;Domicílios Particulares Permanentes Ocupados, Pessoa responsável pelo domicílio, Pessoas alfabetizadas, Sexo masculino, 15 anos ou mais
Pessoas;Alfabetização;V00991;Domicílios Particulares Permanentes Ocupados, Pessoa responsável pelo domicílio, Pessoas alfabetizadas, Sexo feminino, 15 anos ou mais
Pessoas;Alfabetização;V00992;Domicílios Particulares Permanentes Ocupados, Cônjuges ou companheiros(as) (de sexo diferente e do mesmo sexo da pessoa responsável), Pessoas alfabetizadas, Sexo masculino, 15 anos ou mais
Pessoas;Alfabetização;V00993;Domicílios Particulares Permanentes Ocupados, Cônjuges ou companheiros(as) (de sexo diferente e do mesmo sexo da pessoa responsável), Pessoas alfabetizadas, Sexo feminino, 15 anos ou mais
Pessoas;Alfabetização;V00994;Domicílios Particulares Permanentes Ocupados, Filhos(as) ou enteados(as), Pessoas alfabetizadas, Sexo masculino, 15 anos ou mais
Pessoas;Alfabetização;V00995;Domicílios Particulares Permanentes Ocupados, Filhos(as) ou enteados(as), Pessoas alfabetizadas, Sexo feminino, 15 anos ou mais
Pessoas;Alfabetização;V00996;Domicílios Particulares Permanentes Ocupados, Pais, mães ou sogros(as), Pessoas alfabetizadas, Sexo masculino, 15 anos ou mais
Pessoas;Alfabetização;V00997;Domicílios Particulares Permanentes Ocupados, Pais, mães ou sogros(as), Pessoas alfabetizadas, Sexo feminino, 15 anos ou mais
Pessoas;Alfabetização;V00998;Domicílios Particulares Permanentes Ocupados, Netos(as) ou bisnetos(as), Pessoas alfabetizadas, Sexo masculino, 15 anos ou mais
Pessoas;Alfabetização;V00999;Domicílios Particulares Permanentes Ocupados, Netos(as) ou bisnetos(as), Pessoas alfabetizadas, Sexo feminino, 15 anos ou mais
Pessoas;Alfabetização;V01000;Domicílios Particulares Permanentes Ocupados, Irmãos ou irmãs, Pessoas alfabetizadas, Sexo masculino, 15 anos ou mais
Pessoas;Alfabetização;V01001;Domicílios Particulares Permanentes Ocupados, Irmãos ou irmãs, Pessoas alfabetizadas, Sexo feminino, 15 anos ou mais
Pessoas;Alfabetização;V01002;Domicílios Particulares Permanentes Ocupados, Outros parentes, Pessoas alfabetizadas, Sexo masculino, 15 anos ou mais
Pessoas;Alfabetização;V01003;Domicílios Particulares Permanentes Ocupados, Outros parentes, Pessoas alfabetizadas, Sexo feminino, 15 anos ou mais
Pessoas;Alfabetização;V01004;Domicílios Particulares Permanentes Ocupados, Convivente, Pessoas alfabetizadas, Sexo masculino, 15 anos ou mais
Pessoas;Alfabetização;V01005;Domicílios Particulares Permanentes Ocupados, Convivente, Pessoas alfabetizadas, Sexo feminino, 15 anos ou mais
Pessoas;Demografia;V01006;Quantidade de moradores
Pessoas;Demografia;V01007;Sexo masculino
Pessoas;Demografia;V01008;Sexo feminino
Pessoas;Demografia;V01009;Sexo masculino, 0 a 4 anos
Pessoas;Demografia;V01010;Sexo masculino, 5 a 9 anos
Pessoas;Demografia;V01011;Sexo masculino, 10 a 14 anos
Pessoas;Demografia;V01012;Sexo masculino, 15 a 19 anos
Pessoas;Demografia;V01013;Sexo masculino, 20 a 24 anos
Pessoas;Demografia;V01014;Sexo masculino, 25 a 29 anos
Pessoas;Demografia;V01015;Sexo masculino, 30 a 39 anos
Pessoas;Demografia;V01016;Sexo masculino, 40 a 49 anos
Pessoas;Demografia;V01017;Sexo masculino, 50 a 59 anos
Pessoas;Demografia;V01018;Sexo masculino, 60 a 69 anos
Pessoas;Demografia;V01019;Sexo masculino, 70 anos ou mais
Pessoas;Demografia;V01020;Sexo feminino, 0 a 4 anos
Pessoas;Demografia;V01021;Sexo feminino, 5 a 9 anos
Pessoas;Demografia;V01022;Sexo feminino, 10 a 14 anos
Pessoas;Demografia;V01023;Sexo feminino, 15 a 19 anos
Pessoas;Demografia;V01024;Sexo feminino, 20 a 24 anos
Pessoas;Demografia;V01025;Sexo feminino, 25 a 29 anos
Pessoas;Demografia;V01026;Sexo feminino, 30 a 39 anos
Pessoas;Demografia;V01027;Sexo feminino, 40 a 49 anos
Pessoas;Demografia;V01028;Sexo feminino, 50 a 59 anos
Pessoas;Demografia;V01029;Sexo feminino, 60 a 69 anos
Pessoas;Demografia;V01030;Sexo feminino, 70 anos ou mais
Pessoas;Demografia;V01031;0 a 4 anos
Pessoas;Demografia;V01032;5 a 9 anos
Pessoas;Demografia;V01033;10 a 14 anos
Pessoas;Demografia;V01034;15 a 19 anos
Pessoas;Demografia;V01035;20 a 24 anos
Pessoas;Demografia;V01036;25 a 29 anos
Pessoas;Demografia;V01037;30 a 39 anos
Pessoas;Demografia;V01038;40 a 49 anos
Pessoas;Demografia;V01039;50 a 59 anos
Pessoas;Demografia;V01040;60 a 69 anos
Pessoas;Demografia;V01041;70 anos ou mais
Pessoas;Parentesco;V01042;Pessoa responsável pelo domicílio
Pessoas;Parentesco;V01043;Relação de parentesco ou de convivência com a pessoa responsável pelo domicílio é cônjuge ou companheiro(a) de sexo diferente
Pessoas;Parentesco;V01044;Relação de parentesco ou de convivência com a pessoa responsável pelo domicílio é cônjuge ou companheiro(a) do mesmo sexo
Pessoas;Parentesco;V01045;Relação de parentesco ou de convivência com a pessoa responsável pelo domicílio é filho(a) do responsável e do cônjuge
Pessoas;Parentesco;V01046;Relação de parentesco ou de convivência com a pessoa responsável pelo domicílio é filho(a) somente do responsável
Pessoas;Parentesco;V01047;Relação de parentesco ou de convivência com a pessoa responsável pelo domicílio é enteado(a)
Pessoas;Parentesco;V01048;Relação de parentesco ou de convivência com a pessoa responsável pelo domicílio é genro ou nora
Pessoas;Parentesco;V01049;Relação de parentesco ou de convivência com a pessoa responsável pelo domicílio é pai, mãe, padrasto ou madrasta
Pessoas;Parentesco;V01050;Relação de parentesco ou de convivência com a pessoa responsável pelo domicílio é sogro(a)
Pessoas;Parentesco;V01051;Relação de parentesco ou de convivência com a pessoa responsável pelo domicílio é neto(a)
Pessoas;Parentesco;V01052;Relação de parentesco ou de convivência com a pessoa responsável pelo domicílio é bisneto(a)
Pessoas;Parentesco;V01053;Relação de parentesco ou de convivência com a pessoa responsável pelo domicílio é irmão ou irmã
Pessoas;Parentesco;V01054;Relação de parentesco ou de convivência com a pessoa responsável pelo domicílio é avô ou avó
Pessoas;Parentesco;V01055;Relação de parentesco ou de convivência com a pessoa responsável pelo domicílio é outro parente
Pessoas;Parentesco;V01056;Relação de parentesco ou de convivência com a pessoa responsável pelo domicílio é agregado(a)
Pessoas;Parentesco;V01057;Relação de parentesco ou de convivência com a pessoa responsável pelo domicílio é convivente
Pessoas;Parentesco;V01058;Relação de parentesco ou de convivência com a pessoa responsável pelo domicílio é pensionista
Pessoas;Parentesco;V01059;Relação de parentesco ou de convivência com a pessoa responsável pelo domicílio é empregado(a) doméstico(a)
Pessoas;Parentesco;V01060;Relação de parentesco ou de convivência com a pessoa responsável pelo domicílio é parente do(a) empregado(a) doméstico(a)
Pessoas;Parentesco;V01061;Relação de parentesco ou de convivência com a pessoa responsável pelo domicílio é individual em domicílio coletivo
Pessoas;Parentesco;V01062;Pessoa responsável pelo domicílio, Sexo masculino
Pessoas;Parentesco;V01063;Pessoa responsável pelo domicílio, Sexo feminino
Pessoas;Parentesco;V01064;Pessoa responsável pelo domicílio, 12 a 17 anos
Pessoas;Parentesco;V01065;Pessoa responsável pelo domicílio, 18 a 24 anos
Pessoas;Parentesco;V01066;Pessoa responsável pelo domicílio, 25 a 39 anos
Pessoas;Parentesco;V01067;Pessoa responsável pelo domicílio, 40 a 59 anos
Pessoas;Parentesco;V01068;Pessoa responsável pelo domicílio, 60 anos ou mais
Pessoas;Parentesco;V01069;Cônjuges ou companheiros(as) de sexo diferente ou cônjuges ou companheiros(as) do mesmo sexo, 10 a 14 anos
Pessoas;Parentesco;V01070;Cônjuges ou companheiros(as) de sexo diferente ou cônjuges ou companheiros(as) do mesmo sexo, 15 a 19 anos
Pessoas;Parentesco;V01071;Cônjuges ou companheiros(as) de sexo diferente ou cônjuges ou companheiros(as) do mesmo sexo, 20 a 24 anos
Pessoas;Parentesco;V01072;Cônjuges ou companheiros(as) de sexo diferente ou cônjuges ou companheiros(as) do mesmo sexo, 25 a 29 anos
Pessoas;Parentesco;V01073;Cônjuges ou companheiros(as) de sexo diferente ou cônjuges ou companheiros(as) do mesmo sexo, 30 a 34 anos
Pessoas;Parentesco;V01074;Cônjuges ou companheiros(as) de sexo diferente ou cônjuges ou companheiros(as) do mesmo sexo, 35 a 39 anos
Pessoas;Parentesco;V01075;Cônjuges ou companheiros(as) de sexo diferente ou cônjuges ou companheiros(as) do mesmo sexo, 40 a 44 anos
Pessoas;Parentesco;V01076;Cônjuges ou companheiros(as) de sexo diferente ou cônjuges ou companheiros(as) do mesmo sexo, 45 a 49 anos
Pessoas;Parentesco;V01077;Cônjuges ou companheiros(as) de sexo diferente ou cônjuges ou companheiros(as) do mesmo sexo, 50 a 54 anos
Pessoas;Parentesco;V01078;Cônjuges ou companheiros(as) de sexo diferente ou cônjuges ou companheiros(as) do mesmo sexo, 55 a 59 anos
Pessoas;Parentesco;V01079;Cônjuges ou companheiros(as) de sexo diferente ou cônjuges ou companheiros(as) do mesmo sexo, 60 a 64 anos
Pessoas;Parentesco;V01080;Cônjuges ou companheiros(as) de sexo diferente ou cônjuges ou companheiros(as) do mesmo sexo, 65 a 69 anos
Pessoas;Parentesco;V01081;Cônjuges ou companheiros(as) de sexo diferente ou cônjuges ou companheiros(as) do mesmo sexo, 70 a 74 anos
Pessoas;Parentesco;V01082;Cônjuges ou companheiros(as) de sexo diferente ou cônjuges ou companheiros(as) do mesmo sexo, 75 a 79 anos
Pessoas;Parentesco;V01083;Cônjuges ou companheiros(as) de sexo diferente ou cônjuges ou companheiros(as) do mesmo sexo, 80 anos ou mais
Pessoas;Parentesco;V01084;Filhos(as) do responsável e do cônjuge, 0 a 4 anos
Pessoas;Parentesco;V01085;Filhos(as) do responsável e do cônjuge, 5 a 9 anos
Pessoas;Parentesco;V01086;Filhos(as) do responsável e do cônjuge, 10 a 14 anos
Pessoas;Parentesco;V01087;Filhos(as) do responsável e do cônjuge, 15 a 19 anos
Pessoas;Parentesco;V01088;Filhos(as) do responsável e do cônjuge, 20 a 24 anos
Pessoas;Parentesco;V01089;Filhos(as) do responsável e do cônjuge, 25 a 29 anos
Pessoas;Parentesco;V01090;Filhos(as) do responsável e do cônjuge, 30 a 39 anos
Pessoas;Parentesco;V01091;Filhos(as) do responsável e do cônjuge, 40 a 49 anos
Pessoas;Parentesco;V01092;Filhos(as) do responsável e do cônjuge, 50 a 59 anos
Pessoas;Parentesco;V01093;Filhos(as) do responsável e do cônjuge, 60 a 69 anos
Pessoas;Parentesco;V01094;Filhos(as) do responsável e do cônjuge, 70 anos ou mais
Pessoas;Parentesco;V01095;Enteados(as), 0 a 4 anos
Pessoas;Parentesco;V01096;Enteados(as), 5 a 9 anos
Pessoas;Parentesco;V01097;Enteados(as), 10 a 14 anos
Pessoas;Parentesco;V01098;Enteados(as), 15 a 19 anos
Pessoas;Parentesco;V01099;Enteados(as), 20 a 24 anos
Pessoas;Parentesco;V01100;Enteados(as), 25 a 29 anos
Pessoas;Parentesco;V01101;Enteados(as), 30 a 34 anos
Pessoas;Parentesco;V01102;Enteados(as), 35 a 39 anos
Pessoas;Parentesco;V01103;Enteados(as), 40 a 44 anos
Pessoas;Parentesco;V01104;Enteados(as), 45 a 49 anos
Pessoas;Parentesco;V01105;Enteados(as), 50 anos ou mais
Pessoas;Parentesco;V01106;Genro ou nora, 0 a 4 anos
Pessoas;Parentesco;V01107;Genro ou nora, 5 a 9 anos
Pessoas;Parentesco;V01108;Genro ou nora, 10 a 14 anos
Pessoas;Parentesco;V01109;Genro ou nora, 15 a 19 anos
Pessoas;Parentesco;V01110;Genro ou nora, 20 a 24 anos
Pessoas;Parentesco;V01111;Genro ou nora, 25 a 29 anos
Pessoas;Parentesco;V01112;Genro ou nora, 30 a 34 anos
Pessoas;Parentesco;V01113;Genro ou nora, 35 a 39 anos
Pessoas;Parentesco;V01114;Genro ou nora, 40 a 44 anos
Pessoas;Parentesco;V01115;Genro ou nora, 45 a 49 anos
Pessoas;Parentesco;V01116;Genro ou nora, 50 anos ou mais
Pessoas;Parentesco;V01117;Pai, mãe, padrasto ou madrasta, 20 a 24 anos
Pessoas;Parentesco;V01118;Pai, mãe, padrasto ou madrasta, 25 a 29 anos
Pessoas;Parentesco;V01119;Pai, mãe, padrasto ou madrasta, 30 a 34 anos
Pessoas;Parentesco;V01120;Pai, mãe, padrasto ou madrasta, 35 a 39 anos
Pessoas;Parentesco;V01121;Pai, mãe, padrasto ou madrasta, 40 a 44 anos
Pessoas;Parentesco;V01122;Pai, mãe, padrasto ou madrasta, 45 a 49 anos
Pessoas;Parentesco;V01123;Pai, mãe, padrasto ou madrasta, 50 a 54 anos
Pessoas;Parentesco;V01124;Pai, mãe, padrasto ou madrasta, 55 a 59 anos
Pessoas;Parentesco;V01125;Pai, mãe, padrasto ou madrasta, 60 a 64 anos
Pessoas;Parentesco;V01126;Pai, mãe, padrasto ou madrasta, 65 a 69 anos
Pessoas;Parentesco;V01127;Pai, mãe, padrasto ou madrasta, 70 a 74 anos
Pessoas;Parentesco;V01128;Pai, mãe, padrasto ou madrasta, 75 a 79 anos
Pessoas;Parentesco;V01129;Pai, mãe, padrasto ou madrasta, 80 anos ou mais
Pessoas;Parentesco;V01130;Sogro(a), 20 a 24 anos
Pessoas;Parentesco;V01131;Sogro(a), 25 a 29 anos
Pessoas;Parentesco;V01132;Sogro(a), 30 a 34 anos
Pessoas;Parentesco;V01133;Sogro(a), 35 a 39 anos
Pessoas;Parentesco;V01134;Sogro(a), 40 a 44 anos
Pessoas;Parentesco;V01135;Sogro(a), 45 a 49 anos
Pessoas;Parentesco;V01136;Sogro(a), 50 a 54 anos
Pessoas;Parentesco;V01137;Sogro(a), 55 a 59 anos
Pessoas;Parentesco;V01138;Sogro(a), 60 a 64 anos
Pessoas;Parentesco;V01139;Sogro(a), 65 a 69 anos
Pessoas;Parentesco;V01140;Sogro(a), 70 a 74 anos
Pessoas;Parentesco;V01141;Sogro(a), 75 a 79 anos
Pessoas;Parentesco;V01142;Sogro(a), 80 anos ou mais
Pessoas;Parentesco;V01143;Neto(a), 0 a 4 anos
Pessoas;Parentesco;V01144;Neto(a), 5 a 9 anos
Pessoas;Parentesco;V01145;Neto(a), 10 a 14 anos
Pessoas;Parentesco;V01146;Neto(a), 15 a 19 anos
Pessoas;Parentesco;V01147;Neto(a), 20 a 24 anos
Pessoas;Parentesco;V01148;Neto(a), 25 a 29 anos
Pessoas;Parentesco;V01149;Neto(a), 30 a 34 anos
Pessoas;Parentesco;V01150;Neto(a), 35 a 39 anos
Pessoas;Parentesco;V01151;Neto(a), 40 a 44 anos
Pessoas;Parentesco;V01152;Neto(a), 45 a 49 anos
Pessoas;Parentesco;V01153;Neto(a), 50 anos ou mais
Pessoas;Parentesco;V01154;Bisneto(a), 0 a 4 anos
Pessoas;Parentesco;V01155;Bisneto(a), 5 a 9 anos
Pessoas;Parentesco;V01156;Bisneto(a), 10 a 14 anos
Pessoas;Parentesco;V01157;Bisneto(a), 15 a 19 anos
Pessoas;Parentesco;V01158;Bisneto(a), 20 a 24 anos
Pessoas;Parentesco;V01159;Bisneto(a), 25 a 29 anos
Pessoas;Parentesco;V01160;Bisneto(a), 30 a 34 anos
Pessoas;Parentesco;V01161;Bisneto(a), 35 a 39 anos
Pessoas;Parentesco;V01162;Bisneto(a), 40 a 44 anos
Pessoas;Parentesco;V01163;Bisneto(a), 45 a 49 anos
Pessoas;Parentesco;V01164;Bisneto(a), 50 anos ou mais
Pessoas;Parentesco;V01165;Irmão ou irmã, 0 a 4 anos
Pessoas;Parentesco;V01166;Irmão ou irmã, 5 a 9 anos
Pessoas;Parentesco;V01167;Irmão ou irmã, 10 a 14 anos
Pessoas;Parentesco;V01168;Irmão ou irmã, 15 a 19 anos
Pessoas;Parentesco;V01169;Irmão ou irmã, 20 a 24 anos
Pessoas;Parentesco;V01170;Irmão ou irmã, 25 a 29 anos
Pessoas;Parentesco;V01171;Irmão ou irmã, 30 a 34 anos
Pessoas;Parentesco;V01172;Irmão ou irmã, 35 a 39 anos
Pessoas;Parentesco;V01173;Irmão ou irmã, 40 a 44 anos
Pessoas;Parentesco;V01174;Irmão ou irmã, 45 a 49 anos
Pessoas;Parentesco;V01175;Irmão ou irmã, 50 anos ou mais
Pessoas;Parentesco;V01176;Domicílio com pelo menos um cônjuge de sexo diferente e nenhum do mesmo sexo
Pessoas;Parentesco;V01177;Domicílio com pelo menos um cônjuge do mesmo sexo e nenhum de sexo diferente
Pessoas;Parentesco;V01178;Domicílio com pelo menos um cônjuge de sexo diferente e pelo menos um do mesmo sexo
Pessoas;Parentesco;V01179;Domicílio sem cônjuge
Pessoas;Parentesco;V01180;Unidade em Domicílio Coletivo Com Morador
Pessoas;Parentesco;V01181;Domicílio com pelo menos um cônjuge de sexo diferente e nenhum do mesmo sexo, Sexo da pessoa responsável pelo domicílio é masculino
Pessoas;Parentesco;V01182;Domicílio com pelo menos um cônjuge de sexo diferente e nenhum do mesmo sexo, Sexo da pessoa responsável pelo domicílio é feminino
Pessoas;Parentesco;V01183;Domicílio com pelo menos um cônjuge do mesmo sexo e nenhum de sexo diferente, Sexo da pessoa responsável pelo domicílio é masculino
Pessoas;Parentesco;V01184;Domicílio com pelo menos um cônjuge do mesmo sexo e nenhum de sexo diferente, Sexo da pessoa responsável pelo domicílio é feminino
Pessoas;Parentesco;V01185;Domicílio com pelo menos um cônjuge de sexo diferente e pelo menos um do mesmo sexo, Sexo da pessoa responsável pelo domicílio é masculino
Pessoas;Parentesco;V01186;Domicílio com pelo menos um cônjuge de sexo diferente e pelo menos um do mesmo sexo, Sexo da pessoa responsável pelo domicílio é feminino
Pessoas;Parentesco;V01187;Domicílio sem cônjuge, Sexo da pessoa responsável pelo domicílio é masculino
Pessoas;Parentesco;V01188;Domicílio sem cônjuge, Sexo da pessoa responsável pelo domicílio é feminino
Pessoas;Parentesco;V01189;Unidade em Domicílio Coletivo Com Morador, Sexo da pessoa responsável pelo domicílio é masculino
Pessoas;Parentesco;V01190;Unidade em Domicílio Coletivo Com Morador, Sexo da pessoa responsável pelo domicílio é feminino
Pessoas;Parentesco;V01191;Domicílio com responsável e cônjuge(s) sem filhos
Pessoas;Parentesco;V01192;Domicílio com responsável e cônjuge com filho de ambos somente
Pessoas;Parentesco;V01193;Domicílio com responsável e cônjuge(s) com pelo menos um filho somente do responsável ou somente de um(a) cônjuge
Pessoas;Parentesco;V01194;Domicílio com responsável sem cônjuge com filho(s) e/ou enteado(s)
Pessoas;Parentesco;V01195;Domicílio com outros tipos de composição
Pessoas;Parentesco;V01196;Unidade em Domicílio Coletivo Com Morador
